"nameorig","namedest","type","total_fraud_amount","fraud_rank"
"C2072045528","C519434104","TRANSFER","149656.36","5923"
"C1318978641","C1092574222","TRANSFER","149535","5924"
"C1439633894","C1418590446","CASH_OUT","149535","5925"
"C1647475681","C396255249","TRANSFER","149279.69","5926"
"C653347115","C1053517216","CASH_OUT","149279.69","5927"
"C1745419959","C1737815990","CASH_OUT","148714.54","5928"
"C516969543","C2034859520","TRANSFER","148714.54","5929"
"C1687894218","C943795253","TRANSFER","148680.12","5930"
"C547292617","C1499118681","CASH_OUT","148680.12","5931"
"C792987085","C1731551447","TRANSFER","148305.3","5932"
"C936451148","C819382970","CASH_OUT","148305.3","5933"
"C1621152719","C2001263601","TRANSFER","148188.84","5934"
"C198701564","C492308077","CASH_OUT","148188.84","5935"
"C1156678910","C1718510079","CASH_OUT","147957.23","5936"
"C1762704986","C1857166842","TRANSFER","147957.23","5937"
"C220889804","C1303263986","TRANSFER","147649.37","5938"
"C41202461","C755223579","CASH_OUT","147649.37","5939"
"C1261933788","C1058127621","TRANSFER","147267.01","5940"
"C1556029086","C1479614331","CASH_OUT","147267.01","5941"
"C1675751864","C1378762120","CASH_OUT","147230.63","5942"
"C1792208222","C809515393","TRANSFER","147230.63","5943"
"C1013069669","C1655602731","TRANSFER","147186.94","5944"
"C1225675649","C1599626479","CASH_OUT","147186.94","5945"
"C1071705308","C1917732359","CASH_OUT","147171.3","5946"
"C299814057","C1248568402","TRANSFER","147171.3","5947"
"C1639051922","C862738497","TRANSFER","147080.42","5948"
"C249982146","C627570303","CASH_OUT","147080.42","5949"
"C2104935185","C1426723471","TRANSFER","146908.38","5950"
"C911183330","C109980101","CASH_OUT","146908.38","5951"
"C159173164","C1585124596","TRANSFER","146743.13","5952"
"C705070035","C1831159717","CASH_OUT","146743.13","5953"
"C1943481220","C676856624","TRANSFER","146729.67","5954"
"C661431090","C249687884","CASH_OUT","146729.67","5955"
"C1791664104","C84868382","TRANSFER","146681.74","5956"
"C356110177","C1772296269","CASH_OUT","146681.74","5957"
"C1866778945","C225469649","TRANSFER","146127.1","5958"
"C785373587","C1824914593","CASH_OUT","146127.1","5959"
"C1225529288","C1204122756","TRANSFER","146095.73","5960"
"C417197262","C1598093158","CASH_OUT","146095.73","5961"
"C1961860165","C91534435","CASH_OUT","146061.11","5962"
"C754902447","C201681253","TRANSFER","146061.11","5963"
"C1179343687","C517557051","CASH_OUT","145982.36","5964"
"C1538706817","C1455294114","TRANSFER","145982.36","5965"
"C1366476838","C248211897","CASH_OUT","145944.8","5966"
"C69590839","C835899289","TRANSFER","145944.8","5967"
"C1089341002","C1168895160","TRANSFER","145482.09","5968"
"C27253971","C325487676","CASH_OUT","145482.09","5969"
"C152213690","C819262396","TRANSFER","145458.94","5970"
"C1888226691","C1996220019","CASH_OUT","145458.94","5971"
"C1005866728","C677701060","CASH_OUT","145379.14","5972"
"C460813809","C1079863947","TRANSFER","145379.14","5973"
"C779070878","C286939302","TRANSFER","145067.24","5974"
"C980295084","C1347498132","CASH_OUT","145067.24","5975"
"C1765217259","C73654740","CASH_OUT","145035.4","5976"
"C410161307","C2092567505","TRANSFER","145035.4","5977"
"C1092829426","C716019997","CASH_OUT","144945.34","5978"
"C31496887","C1251365829","TRANSFER","144945.34","5979"
"C568654206","C1584023529","TRANSFER","144876.4","5980"
"C980121091","C2113246492","CASH_OUT","144876.4","5981"
"C1044513187","C389065516","CASH_OUT","144731.73","5982"
"C23978336","C1766457372","TRANSFER","144731.73","5983"
"C1064034527","C1937398960","CASH_OUT","144452.14","5984"
"C1141104763","C1209725124","TRANSFER","144452.14","5985"
"C1294019179","C63457750","TRANSFER","144283.42","5986"
"C1478536822","C1266929646","CASH_OUT","144283.42","5987"
"C1758075827","C359739038","CASH_OUT","144254.93","5988"
"C372542470","C1271215958","TRANSFER","144254.93","5989"
"C1124206695","C1419423459","CASH_OUT","144065.75","5990"
"C699771361","C1114367477","TRANSFER","144065.75","5991"
"C362205540","C1641586450","CASH_OUT","144044.35","5992"
"C500782163","C1678225992","TRANSFER","144044.35","5993"
"C1156611770","C742977582","TRANSFER","143660.11","5994"
"C681501417","C447183071","CASH_OUT","143660.11","5995"
"C1873086180","C782234436","CASH_OUT","143592.89","5996"
"C283218785","C1008131550","TRANSFER","143592.89","5997"
"C15251711","C1054326856","CASH_OUT","143501.7","5998"
"C1638922233","C1462968969","TRANSFER","143501.7","5999"
"C1105017179","C1386404249","CASH_OUT","143500.62","6000"
"C1190315879","C1109288229","TRANSFER","143500.62","6001"
"C1451066476","C91478894","CASH_OUT","143340.15","6002"
"C1569274327","C110673427","TRANSFER","143340.15","6003"
"C159990458","C1025108799","CASH_OUT","143332","6004"
"C238846590","C163992807","TRANSFER","143332","6005"
"C1571623448","C1655359478","CASH_OUT","143275.81","6006"
"C1645658263","C1494621207","TRANSFER","143275.81","6007"
"C1950513519","C1497532505","CASH_OUT","143175.23","6008"
"C470624098","C1784460632","TRANSFER","143175.23","6009"
"C1960144830","C801162238","TRANSFER","143032","6010"
"C465166521","C487776685","CASH_OUT","143032","6011"
"C1386219117","C1444718945","CASH_OUT","142791.28","6012"
"C2091936123","C843542552","TRANSFER","142791.28","6013"
"C1347324613","C1496408935","CASH_OUT","142715.07","6014"
"C2128296951","C1202616415","TRANSFER","142715.07","6015"
"C208481356","C2072772190","TRANSFER","142336.65","6016"
"C2138181723","C1941960795","CASH_OUT","142336.65","6017"
"C1874018403","C1391104856","TRANSFER","141837.8","6018"
"C221305576","C1119520541","CASH_OUT","141837.8","6019"
"C1282179379","C1943218565","CASH_OUT","141730.2","6020"
"C1677850525","C607738036","TRANSFER","141730.2","6021"
"C1045717877","C2003987697","TRANSFER","141586.27","6022"
"C1263320654","C135650185","CASH_OUT","141586.27","6023"
"C639037502","C595727199","TRANSFER","141508.56","6024"
"C91138273","C2049392320","CASH_OUT","141508.56","6025"
"C530984971","C215554874","TRANSFER","141410.98","6026"
"C767066926","C1291704939","CASH_OUT","141410.98","6027"
"C218959911","C287487374","CASH_OUT","140807.76","6028"
"C260837580","C1657343316","TRANSFER","140807.76","6029"
"C463234181","C1418628619","CASH_OUT","140523.4","6030"
"C730675323","C160013718","TRANSFER","140523.4","6031"
"C1201768390","C503175927","CASH_OUT","140333.35","6032"
"C753726287","C1558494610","TRANSFER","140333.35","6033"
"C1418109615","C1960441382","CASH_OUT","139210.23","6034"
"C922917235","C1075980653","TRANSFER","139210.23","6035"
"C1087011428","C2027691361","TRANSFER","138993.63","6036"
"C1585006408","C348431786","CASH_OUT","138993.63","6037"
"C1089852110","C1848640378","CASH_OUT","138373.64","6038"
"C1343135760","C946275837","TRANSFER","138373.64","6039"
"C1877863116","C1533281477","TRANSFER","138048.52","6040"
"C35858617","C134087262","CASH_OUT","138048.52","6041"
"C1580498026","C191934228","CASH_OUT","137605.04","6042"
"C424417978","C1218914376","TRANSFER","137605.04","6043"
"C2062277295","C1254777952","TRANSFER","137508.01","6044"
"C631857626","C1700121209","CASH_OUT","137508.01","6045"
"C1036592129","C133256042","CASH_OUT","136983.26","6046"
"C828966021","C253711141","TRANSFER","136983.26","6047"
"C1085176958","C1148390150","CASH_OUT","136903.9","6048"
"C1899752414","C273852737","TRANSFER","136903.9","6049"
"C1391703729","C1707583711","TRANSFER","136562.78","6050"
"C170337029","C2005239245","CASH_OUT","136562.78","6051"
"C1043256763","C1819996738","TRANSFER","136331.05","6052"
"C1640378409","C2070347886","CASH_OUT","136331.05","6053"
"C104137128","C1483261155","CASH_OUT","136245.39","6054"
"C98283050","C1232672480","TRANSFER","136245.39","6055"
"C1552242254","C1103234396","CASH_OUT","135977.23","6056"
"C784866685","C1057245798","TRANSFER","135977.23","6057"
"C1714727890","C1924984729","CASH_OUT","135845.3","6058"
"C84275859","C2031100289","TRANSFER","135845.3","6059"
"C212063008","C1363250093","TRANSFER","135428.39","6060"
"C872780920","C276803409","CASH_OUT","135428.39","6061"
"C1736810162","C1450998839","TRANSFER","135289.71","6062"
"C499563648","C1559231794","CASH_OUT","135289.71","6063"
"C1208951534","C1975333584","TRANSFER","135200.37","6064"
"C1985182816","C269782536","CASH_OUT","135200.37","6065"
"C126999863","C1842013922","TRANSFER","135100.36","6066"
"C912160043","C1271530552","CASH_OUT","135100.36","6067"
"C1259630002","C2074890219","TRANSFER","134861.82","6068"
"C246939575","C1715366511","CASH_OUT","134861.82","6069"
"C1443740367","C465493916","TRANSFER","134725.66","6070"
"C922243256","C1604176054","CASH_OUT","134725.66","6071"
"C1664606481","C1000039615","TRANSFER","134623.95","6072"
"C887694892","C159277723","CASH_OUT","134623.95","6073"
"C1087234685","C271149484","TRANSFER","134515.36","6074"
"C1389046188","C257288692","CASH_OUT","134515.36","6075"
"C1196634718","C1667005815","CASH_OUT","134497.41","6076"
"C1471003235","C354295932","TRANSFER","134497.41","6077"
"C655782193","C1483980714","CASH_OUT","134383.84","6078"
"C721022515","C1466098281","TRANSFER","134383.84","6079"
"C1169467262","C855760183","CASH_OUT","134313.22","6080"
"C781397101","C273071988","TRANSFER","134313.22","6081"
"C1196367936","C1052561148","TRANSFER","134297.68","6082"
"C1461368336","C771844472","CASH_OUT","134297.68","6083"
"C1081458588","C633958769","TRANSFER","134293.12","6084"
"C146779092","C2005939725","CASH_OUT","134293.12","6085"
"C1013220847","C1135493559","TRANSFER","134227.05","6086"
"C814528974","C1989640257","CASH_OUT","134227.05","6087"
"C316784641","C1951372697","TRANSFER","134194.59","6088"
"C663221524","C1335637774","CASH_OUT","134194.59","6089"
"C743603317","C1963533045","TRANSFER","133632.24","6090"
"C782460784","C260277833","CASH_OUT","133632.24","6091"
"C1090188748","C847781012","CASH_OUT","133057.11","6092"
"C1343500180","C284636751","TRANSFER","133057.11","6093"
"C1183132774","C1388012152","CASH_OUT","132973.41","6094"
"C1231621270","C463737708","TRANSFER","132973.41","6095"
"C1093499326","C1531800097","TRANSFER","132943.98","6096"
"C1645390284","C1108748738","CASH_OUT","132943.98","6097"
"C13692003","C297927961","CASH_OUT","132842.64","6098"
"C561223504","C212208463","CASH_OUT","132438.82","6099"
"C677179162","C520559752","TRANSFER","132438.82","6100"
"C1222456458","C194390242","TRANSFER","132294.93","6101"
"C1830094235","C178892179","CASH_OUT","132294.93","6102"
"C1539304019","C1566175487","TRANSFER","131842.85","6103"
"C494904696","C1742037913","CASH_OUT","131842.85","6104"
"C1484249686","C437393063","CASH_OUT","131597.73","6105"
"C1493693019","C1706673485","TRANSFER","131597.73","6106"
"C1492492778","C570708188","CASH_OUT","131594.12","6107"
"C965792626","C896468474","TRANSFER","131594.12","6108"
"C1393901977","C265146137","CASH_OUT","131261.23","6109"
"C1583495831","C1452204063","TRANSFER","131261.23","6110"
"C1887371650","C1518001557","TRANSFER","131050.76","6111"
"C563583210","C1860792414","CASH_OUT","131050.76","6112"
"C1387819669","C591761784","CASH_OUT","130987.75","6113"
"C575671201","C2040166984","TRANSFER","130987.75","6114"
"C1641644327","C1447531864","CASH_OUT","130777.09","6115"
"C527353912","C99611102","TRANSFER","130777.09","6116"
"C1722932683","C1992581465","CASH_OUT","130668.56","6117"
"C349322282","C1470984619","TRANSFER","130668.56","6118"
"C2001925235","C238467459","CASH_OUT","130653.37","6119"
"C379527742","C312459798","TRANSFER","130653.37","6120"
"C1275541215","C1884505964","CASH_OUT","130479.52","6121"
"C1416504938","C1838587779","TRANSFER","130479.52","6122"
"C1190702691","C2144739676","TRANSFER","130278.99","6123"
"C2081998466","C1015309209","CASH_OUT","130278.99","6124"
"C1177265377","C1158181997","CASH_OUT","128936.95","6125"
"C673297850","C880160644","TRANSFER","128936.95","6126"
"C1064690652","C810812783","CASH_OUT","128893.5","6127"
"C690631136","C888357097","TRANSFER","128893.5","6128"
"C1279562736","C952933933","CASH_OUT","128718.59","6129"
"C1410879349","C1386809119","TRANSFER","128718.59","6130"
"C1018357975","C202489390","TRANSFER","128572.96","6131"
"C1976399024","C1192180200","CASH_OUT","128572.96","6132"
"C1012580160","C540657255","TRANSFER","128473.62","6133"
"C905234452","C786510892","CASH_OUT","128473.62","6134"
"C144389176","C631598380","TRANSFER","128440.4","6135"
"C1893109609","C1681867891","CASH_OUT","128440.4","6136"
"C1842985263","C840755462","TRANSFER","128426.58","6137"
"C742996578","C11731793","CASH_OUT","128426.58","6138"
"C1400591529","C1469656123","CASH_OUT","128417.96","6139"
"C244991293","C1736477135","TRANSFER","128417.96","6140"
"C1300586295","C786580223","TRANSFER","128133","6141"
"C921148283","C129500962","CASH_OUT","128133","6142"
"C1684685440","C98246115","TRANSFER","127916.67","6143"
"C442707835","C473607124","CASH_OUT","127916.67","6144"
"C1679438122","C548284315","CASH_OUT","127905.82","6145"
"C697159622","C2008752241","TRANSFER","127905.82","6146"
"C315492632","C1866365124","TRANSFER","127564.33","6147"
"C471097879","C312345","CASH_OUT","127564.33","6148"
"C397402272","C548974212","CASH_OUT","127528.92","6149"
"C435054778","C1175951060","TRANSFER","127528.92","6150"
"C1882162040","C991907314","TRANSFER","127447.68","6151"
"C987837660","C2119771429","CASH_OUT","127447.68","6152"
"C1090956083","C1420397387","TRANSFER","127342.3","6153"
"C540658137","C517963020","CASH_OUT","127342.3","6154"
"C1342244082","C627190872","CASH_OUT","127156.49","6155"
"C1718340176","C680745289","TRANSFER","127156.49","6156"
"C130072062","C681167784","CASH_OUT","127120.88","6157"
"C139582618","C574551822","TRANSFER","127120.88","6158"
"C1038764620","C1993931495","CASH_OUT","127091.33","6159"
"C1183499119","C1668573302","TRANSFER","127091.33","6160"
"C162432528","C1457828270","CASH_OUT","127018.14","6161"
"C1626624594","C136299479","TRANSFER","127018.14","6162"
"C416774850","C845513235","TRANSFER","126848.63","6163"
"C502927996","C959311231","CASH_OUT","126848.63","6164"
"C147756271","C650234869","TRANSFER","126715.84","6165"
"C935524807","C1309332634","CASH_OUT","126715.84","6166"
"C1827521206","C1015650621","CASH_OUT","126690.14","6167"
"C498025851","C892311426","TRANSFER","126690.14","6168"
"C107421923","C1049744431","TRANSFER","126431.61","6169"
"C956623325","C143103274","CASH_OUT","126431.61","6170"
"C1736726302","C1409221160","CASH_OUT","126375.17","6171"
"C83653019","C1418842986","TRANSFER","126375.17","6172"
"C1660121126","C39677871","CASH_OUT","126192.63","6173"
"C1857315349","C1301744071","TRANSFER","126192.63","6174"
"C1079557741","C1089646901","TRANSFER","126061.45","6175"
"C2053276181","C1635495896","CASH_OUT","126061.45","6176"
"C675569506","C631063987","TRANSFER","125822.44","6177"
"C8451222","C1787543142","CASH_OUT","125822.44","6178"
"C1597477718","C1070752768","CASH_OUT","125464.46","6179"
"C33936647","C1795712220","TRANSFER","125464.46","6180"
"C132433393","C254097050","TRANSFER","125464.42","6181"
"C448860094","C1332940364","CASH_OUT","125464.42","6182"
"C1019916893","C1183977547","TRANSFER","125216.91","6183"
"C1790290337","C898274141","CASH_OUT","125216.91","6184"
"C1087798823","C1125025410","TRANSFER","125159.2","6185"
"C1193616307","C1223829389","CASH_OUT","125159.2","6186"
"C1460980455","C698942634","TRANSFER","125153.57","6187"
"C1856719659","C1226867237","CASH_OUT","125153.57","6188"
"C1198861647","C490114096","CASH_OUT","125146.75","6189"
"C934206138","C1481637104","TRANSFER","125146.75","6190"
"C1400028457","C1683701941","CASH_OUT","125107.12","6191"
"C2008189700","C1820507846","TRANSFER","125107.12","6192"
"C1384810347","C1897996177","TRANSFER","124696.98","6193"
"C34452419","C390493642","CASH_OUT","124696.98","6194"
"C1098290230","C1739564153","CASH_OUT","124582.58","6195"
"C651444933","C1161818914","TRANSFER","124582.58","6196"
"C293831245","C100500839","CASH_OUT","124465.49","6197"
"C482842350","C1815024407","TRANSFER","124465.49","6198"
"C1704192820","C1482135742","CASH_OUT","124311.57","6199"
"C318078280","C571016162","TRANSFER","124311.57","6200"
"C1578453686","C1733479449","TRANSFER","124202.04","6201"
"C18416258","C1547230458","CASH_OUT","124202.04","6202"
"C1262019477","C411274724","TRANSFER","124121.57","6203"
"C2024192922","C742155073","CASH_OUT","124121.57","6204"
"C1827233798","C203519578","TRANSFER","124057.58","6205"
"C766442736","C1324615227","CASH_OUT","124057.58","6206"
"C1350230812","C1392776813","CASH_OUT","123259.24","6207"
"C1518086244","C1924072555","TRANSFER","123259.24","6208"
"C2143112877","C1755380031","TRANSFER","123194.95","6209"
"C1625883009","C918154390","TRANSFER","123146.28","6210"
"C981071931","C64963279","CASH_OUT","123146.28","6211"
"C1014449898","C1843501227","TRANSFER","122816.67","6212"
"C317430000","C1681760048","CASH_OUT","122816.67","6213"
"C1075724931","C464861885","TRANSFER","122639.34","6214"
"C2124143230","C1974637471","CASH_OUT","122639.34","6215"
"C1279213624","C2100791242","TRANSFER","122235.11","6216"
"C356571967","C1905066109","CASH_OUT","122235.11","6217"
"C149845822","C1200316948","CASH_OUT","122101.57","6218"
"C1011665365","C1882225131","CASH_OUT","122090.79","6219"
"C1531940496","C1898572552","TRANSFER","122090.79","6220"
"C1167817015","C1628037417","CASH_OUT","122032.62","6221"
"C133342319","C1919617921","TRANSFER","122032.62","6222"
"C185016231","C1409959","TRANSFER","121626.82","6223"
"C828364266","C101179743","CASH_OUT","121626.82","6224"
"C155517114","C1160105017","CASH_OUT","121579.98","6225"
"C1949146273","C979925906","TRANSFER","121579.98","6226"
"C122605764","C1571077374","CASH_OUT","121543.83","6227"
"C2080970760","C723423255","TRANSFER","121543.83","6228"
"C27960358","C1910414505","TRANSFER","121142.75","6229"
"C333294363","C1007502617","CASH_OUT","121142.75","6230"
"C1360860736","C832749526","TRANSFER","120843.94","6231"
"C2122237253","C1217175630","CASH_OUT","120843.94","6232"
"C1169186485","C933941946","TRANSFER","120598.96","6233"
"C2047262761","C997122049","CASH_OUT","120598.96","6234"
"C1665536946","C752144431","TRANSFER","120582.86","6235"
"C247557474","C1026686567","CASH_OUT","120582.86","6236"
"C1613313609","C1727044714","TRANSFER","120491.56","6237"
"C619309761","C80160566","CASH_OUT","120491.56","6238"
"C555672165","C252489504","CASH_OUT","120411.9","6239"
"C705419652","C252146807","TRANSFER","120411.9","6240"
"C1938001564","C878440089","CASH_OUT","120406.39","6241"
"C237098657","C1177827371","TRANSFER","120406.39","6242"
"C1649474651","C31115617","TRANSFER","120385.1","6243"
"C499322618","C1596015733","CASH_OUT","120385.1","6244"
"C250418765","C1387576762","TRANSFER","120232.13","6245"
"C978703019","C786116491","CASH_OUT","120232.13","6246"
"C1757210539","C193366588","CASH_OUT","120214.74","6247"
"C41154667","C488579069","TRANSFER","120214.74","6248"
"C1174000532","C410033330","CASH_OUT","120074.73","6249"
"C1409933277","C162114152","TRANSFER","120074.73","6250"
"C1044668407","C1238137303","CASH_OUT","119454.86","6251"
"C1944439526","C525813177","TRANSFER","119454.86","6252"
"C1091303521","C900573262","TRANSFER","119443.3","6253"
"C238556595","C1892138777","CASH_OUT","119443.3","6254"
"C1183843461","C1830685403","TRANSFER","119306.06","6255"
"C1199258183","C136557058","CASH_OUT","119306.06","6256"
"C1171262237","C1229370593","TRANSFER","119143.75","6257"
"C1983324612","C1263469506","CASH_OUT","119143.75","6258"
"C1186588727","C1803677930","CASH_OUT","119041.12","6259"
"C1641625877","C156225699","TRANSFER","119041.12","6260"
"C1083881826","C74060450","TRANSFER","118499.44","6261"
"C1801565118","C1877373343","CASH_OUT","118499.44","6262"
"C2020423180","C398791968","CASH_OUT","118462.93","6263"
"C353172290","C1521894181","TRANSFER","118462.93","6264"
"C454838857","C838301055","TRANSFER","118111.77","6265"
"C702710728","C5500994","CASH_OUT","118111.77","6266"
"C171913959","C610195484","TRANSFER","118106.94","6267"
"C984782155","C1461492607","CASH_OUT","118106.94","6268"
"C1618036378","C356995012","CASH_OUT","117683.42","6269"
"C461302689","C96260697","TRANSFER","117683.42","6270"
"C1034868972","C633592175","CASH_OUT","117345.35","6271"
"C1686904928","C807316421","TRANSFER","117345.35","6272"
"C1560425158","C1666306933","CASH_OUT","116977.16","6273"
"C637063091","C835865588","TRANSFER","116977.16","6274"
"C2132571279","C1626661706","TRANSFER","116974.87","6275"
"C723208527","C2063324566","CASH_OUT","116974.87","6276"
"C1197962253","C119628721","TRANSFER","116940.32","6277"
"C182044942","C1268912585","CASH_OUT","116940.32","6278"
"C1129119075","C1592225219","CASH_OUT","116798.38","6279"
"C1968923761","C1287632280","TRANSFER","116798.38","6280"
"C1536790025","C1430191148","CASH_OUT","116636.06","6281"
"C487363153","C1908047930","TRANSFER","116636.06","6282"
"C1873019648","C636323541","CASH_OUT","116530.2","6283"
"C427871642","C590191709","TRANSFER","116530.2","6284"
"C1178847797","C63537571","TRANSFER","116489.77","6285"
"C504789757","C1731829821","CASH_OUT","116489.77","6286"
"C1730910853","C2126645098","TRANSFER","116419.58","6287"
"C1788778854","C1212953381","CASH_OUT","116419.58","6288"
"C819461207","C814886797","CASH_OUT","115881.21","6289"
"C836452372","C1661320351","TRANSFER","115881.21","6290"
"C1315392572","C149911894","CASH_OUT","115782.68","6291"
"C921534959","C509574480","TRANSFER","115782.68","6292"
"C615237336","C418577182","TRANSFER","115599.26","6293"
"C649566267","C1937119864","CASH_OUT","115599.26","6294"
"C374230144","C209338104","CASH_OUT","115535.52","6295"
"C709433004","C895867127","TRANSFER","115535.52","6296"
"C1329935528","C1434520582","CASH_OUT","115461.48","6297"
"C1864352304","C238575749","TRANSFER","115461.48","6298"
"C908924241","C1546609345","CASH_OUT","115125.3","6299"
"C92520056","C1970886312","TRANSFER","115125.3","6300"
"C1468265966","C1919218526","CASH_OUT","115085.31","6301"
"C2039186549","C544794295","TRANSFER","115085.31","6302"
"C1085506900","C804873072","TRANSFER","114889.61","6303"
"C646283702","C546104112","CASH_OUT","114889.61","6304"
"C208900966","C2041696205","CASH_OUT","114864.37","6305"
"C386742886","C758149808","TRANSFER","114864.37","6306"
"C37928805","C377777926","CASH_OUT","114827.36","6307"
"C875158937","C1362630916","TRANSFER","114827.36","6308"
"C1557023354","C532073987","CASH_OUT","114743.39","6309"
"C1822241630","C1691662362","TRANSFER","114743.39","6310"
"C12780702","C548495641","TRANSFER","114627.08","6311"
"C857672087","C1387515555","CASH_OUT","114627.08","6312"
"C1586103602","C1196711051","CASH_OUT","114490.39","6313"
"C983453370","C1060799549","TRANSFER","114490.39","6314"
"C1911994336","C1235106640","TRANSFER","114483.78","6315"
"C934338438","C209796396","CASH_OUT","114483.78","6316"
"C183849466","C1798936808","CASH_OUT","114339.1","6317"
"C702109004","C1385287774","TRANSFER","114339.1","6318"
"C1112871969","C1982709686","TRANSFER","114308.2","6319"
"C1976361494","C1419412213","CASH_OUT","114308.2","6320"
"C1773596823","C1066960436","CASH_OUT","114253.58","6321"
"C731677275","C1959262781","TRANSFER","114253.58","6322"
"C1069101318","C894811944","CASH_OUT","114169.66","6323"
"C862388637","C685365077","TRANSFER","114169.66","6324"
"C1157446475","C1367473638","TRANSFER","114149.44","6325"
"C1235786818","C1738374799","CASH_OUT","114149.44","6326"
"C1785967281","C68578357","TRANSFER","114017.19","6327"
"C305323219","C1508275623","CASH_OUT","114017.19","6328"
"C1256441971","C197409324","CASH_OUT","113921.02","6329"
"C1921639115","C2051766253","TRANSFER","113921.02","6330"
"C1130541030","C50502894","CASH_OUT","113829.89","6331"
"C973342461","C631818291","TRANSFER","113829.89","6332"
"C379022466","C1223894198","TRANSFER","113687","6333"
"C825596697","C751692069","CASH_OUT","113687","6334"
"C134880961","C1742051679","TRANSFER","113614.57","6335"
"C605744517","C839259296","CASH_OUT","113614.57","6336"
"C1407322771","C1980457812","TRANSFER","113447.92","6337"
"C311401803","C1675116144","CASH_OUT","113447.92","6338"
"C1586678377","C752204591","CASH_OUT","113360.8","6339"
"C468244226","C410972619","TRANSFER","113360.8","6340"
"C226697568","C1045024523","TRANSFER","113338.99","6341"
"C371645181","C895376277","CASH_OUT","113338.99","6342"
"C1184786020","C1519560642","TRANSFER","113336.41","6343"
"C403276933","C506139179","CASH_OUT","113336.41","6344"
"C1936469791","C471979620","CASH_OUT","113309.55","6345"
"C20934995","C601864422","TRANSFER","113309.55","6346"
"C1323930150","C1005714733","CASH_OUT","113273.1","6347"
"C1707545075","C700261838","TRANSFER","113273.1","6348"
"C1716123140","C1857609531","TRANSFER","112988.36","6349"
"C898478782","C1897016446","CASH_OUT","112988.36","6350"
"C507000655","C2018087281","CASH_OUT","112958.85","6351"
"C527712265","C1783916245","TRANSFER","112958.85","6352"
"C1846913649","C963685375","TRANSFER","112835.43","6353"
"C85943381","C792542501","CASH_OUT","112835.43","6354"
"C1673728989","C487582896","CASH_OUT","112668.54","6355"
"C994276793","C670042954","TRANSFER","112668.54","6356"
"C260785530","C1654926688","TRANSFER","112656.24","6357"
"C567378649","C1804497744","CASH_OUT","112656.24","6358"
"C124687089","C179706450","CASH_OUT","112486.46","6359"
"C1783698648","C1902434335","TRANSFER","112363.33","6360"
"C351362934","C1072775403","CASH_OUT","112363.33","6361"
"C609821524","C708118422","CASH_OUT","112280.88","6362"
"C1233092662","C308195819","CASH_OUT","111764.7","6363"
"C328975820","C1645485854","TRANSFER","111764.7","6364"
"C1661252377","C948382009","TRANSFER","111467.61","6365"
"C176907849","C1483387344","CASH_OUT","111467.61","6366"
"C628538240","C1203444656","CASH_OUT","111033.79","6367"
"C873843844","C1541089599","TRANSFER","111033.79","6368"
"C2014517092","C1002952732","CASH_OUT","110528.53","6369"
"C307234825","C949239257","TRANSFER","110528.53","6370"
"C1134044412","C1839671644","CASH_OUT","110457","6371"
"C823542906","C846435560","TRANSFER","110457","6372"
"C1641368956","C329210788","CASH_OUT","110344.11","6373"
"C753670111","C814296672","TRANSFER","110344.11","6374"
"C1677074645","C408634115","TRANSFER","109525.67","6375"
"C924291724","C1035427073","CASH_OUT","109525.67","6376"
"C2037269206","C337579043","TRANSFER","109401.88","6377"
"C984153855","C1806203979","CASH_OUT","109401.88","6378"
"C1835596211","C1502942700","CASH_OUT","109028.8","6379"
"C215685392","C1679780828","TRANSFER","109028.8","6380"
"C1551236270","C1615265325","TRANSFER","109008.53","6381"
"C1746722810","C724702929","CASH_OUT","109008.53","6382"
"C1309155420","C1022058652","TRANSFER","108994.49","6383"
"C1444273015","C254515783","CASH_OUT","108994.49","6384"
"C656154265","C1779832819","CASH_OUT","108783.2","6385"
"C829027470","C1294736725","TRANSFER","108783.2","6386"
"C1983454169","C188272738","TRANSFER","108779.53","6387"
"C522404571","C71110217","CASH_OUT","108779.53","6388"
"C172956459","C249062179","TRANSFER","108755.28","6389"
"C558746350","C48282627","CASH_OUT","108755.28","6390"
"C1798273837","C1904675191","TRANSFER","108560.06","6391"
"C1861301059","C293709567","CASH_OUT","108560.06","6392"
"C1417837233","C2097692432","TRANSFER","108240.74","6393"
"C466016751","C1533222283","CASH_OUT","108240.74","6394"
"C1360735702","C831415203","CASH_OUT","108213.6","6395"
"C586432166","C810627720","TRANSFER","108213.6","6396"
"C1121795717","C63022697","CASH_OUT","107834.85","6397"
"C466412897","C816944286","TRANSFER","107834.85","6398"
"C25081130","C968531145","CASH_OUT","107773.49","6399"
"C562878740","C270375529","TRANSFER","107773.49","6400"
"C110351076","C1517484697","CASH_OUT","107732.98","6401"
"C1782019043","C237935260","TRANSFER","107732.98","6402"
"C1926290864","C1072661124","CASH_OUT","107363.54","6403"
"C564631760","C43570912","TRANSFER","107363.54","6404"
"C1345101920","C2138212554","TRANSFER","107351.33","6405"
"C937130374","C1822662997","CASH_OUT","107351.33","6406"
"C1750249599","C1535674446","CASH_OUT","107320.81","6407"
"C216622685","C937316720","TRANSFER","107320.81","6408"
"C1311270979","C1050312634","TRANSFER","107246.03","6409"
"C172453788","C390359674","CASH_OUT","107246.03","6410"
"C1876689114","C1824138036","TRANSFER","107188.41","6411"
